Core_Material,Size,Zeta_Potential,Tumor_Size,Tumor,Heart,Liver,Spleen,Lung,Kidney
,,,,0.16,0.0475,4.38,0.13,0.11,0.21
,,,,0.19,0.0428,3.45,0.14,0.12,0.18
,,,,0.21,0.0388,2.86,0.15,0.11,0.16
,,,,0.2,0.0372,2.21,0.15,0.1,0.12
,,,,0.18,0.0277,1.72,0.14,0.08,0.08
Iron Oxide,TEM: 222; HD: 241.89,-21.9,27.5mm3 = 0.0275cm3,0.51,0.7728,34.4,1.78,1.69,3.87
,,,,0.49,0.7101,40.02,2.11,0.72,2.93
,,,,0.35,0.8354,17.43,1.8,0.67,3.94
,,,,0.28,0.7832,13.07,0.85,0.67,1.78
,,,,0.24,0.5848,14.33,0.71,0.63,1.88
,,,,0.18,0.8563,13.3,0.77,0.67,1.74
Polymeric,HD: 148,,100 mm3 = 0.1 cm3,0.45,,,,,
,,,,0.66,,,,,
,,,,0.85,,,,,
,,,,0.72,,,,,
,,,,0.47,,,,,
,,,,0.23,,,,,
Polymeric,HD: 116.2,-36.4,400mm3 = 0.4cm3,0.03,0.011,2.73,0.01,0.04,0.35
,,,,0.06,0.0134,0.1,0.01,0.02,0.18
,,,,0.2,0.008,0.16,0.01,0.01,0.03
Polymeric,HD: 102.9,-41.1,400mm3 = 0.4cm3,0.1,0.0088,0.08,0.01,0.02,0.11
,,,,0.41,0.0074,0.09,0.01,0.02,0.03
,,,,0.86,0.1736,0.1,0.01,0.03,0.05
Polymeric,HD: 110.8,-47.5,400mm3 = 0.4cm3,0.3,0.0066,0.13,0.01,0.02,0.03
,,,,0.86,0.0067,0.87,0.04,0.02,0.09
,,,,0.52,0.008,0.09,0.01,0.02,0.11
Polymeric,HD: 106.7,-46.7,400mm3 = 0.4cm3,1.07,0.0088,0.08,0.01,0.02,0.04
,,,,0.99,0.0107,0.86,0.05,0.01,0.02
,,,,1.04,0.0095,0.42,0.02,0.02,0.03
Polymeric,HD: 150,,100 mm3 = 0.1 cm3,15.48,17.7702,698.44,9.19,12.06,62.75
,,,,22.28,13.5823,535.64,6.81,7.6,67.67
,,,,12.5,12.6769,422.55,3.88,14.71,43.85
,,,,5.7,11.2054,334.31,7.61,11.24,21.17
Manganese,TEM: 80; HD: 83,-30.4,2.5mm*2.5**2.5/2 = 0.008cm3,8.66e-5,0.0095,14.45,0.27,0.02,0.43
,,,,2.20128e-4,0.0098,11.48,0.18,0.02,0.29
,,,,1.49759e-4,0.0086,7.48,0.08,0.01,0.2
Manganese,HD: 264,-37.3,2.5mm*2.5**2.5/2 = 0.008cm3,7.04e-5,,,,,
,,,,3.96951e-4,,,,,
,,,,2.05693e-4,,,,,
Arsenic/zirconia,TEM: 140,6.36,500mm3 = 0.5cm3,48.15,0.5321,39.52,8.13,0.55,1.25
,,,,47.65,0.8138,51.21,9.79,0.55,1.46
,,,,45.43,1.0329,109.63,8.37,0.55,1.88
,,,,39.5,1.252,76.29,7.43,0.46,1.78
Liposome,HD: 100,,75mm3 = 0.075cm3,0.01,1.8976,1.42,50.19,7.28,6.8
,,,,1.07,16.5232,35.47,401.49,52.19,13.14
,,,,1.17,31.7964,22.64,301.11,43.69,28.09
Other,HD: 132,,100 mm3 = 0.1 cm3,0.28,,,,,
,,,,0.39,,,,,
,,,,0.62,,,,,
,,,,0.25,,,,,
Liposome,HD: 121,-4.3,100 mm3 = 0.1 cm3,0.15,0.6125,5.63,0.06,0.45,0.96
,,,,0.26,0.3344,2.67,0.2,0.11,0.51
,,,,0.31,0.1092,4.25,0.11,0.28,0.18
,,,,0.55,0.2369,5.63,0.08,0.29,0.52
,,,,0.39,0.1503,8.95,0.83,0.35,0.8
,,,,0.31,0.1823,5.38,0.71,0.17,1.06
,,,,0.29,0.1487,4.7,0.67,0.13,0.72
Gold,HD: 400,-42.57,400 mm3 = 0.4 cm3,2.15,,22.36,0.49,,0.73
,,,,7.97,,22.36,0.88,,0.84
,,,,3.44,,15.74,0.25,,0.52
Silica,TEM: 11.06; HD: 13.64,0.77,6.5 mm*6.5*6.5/2 = 0.137cm3,1.72,,29.83,1.58,,
,,,,2.9,,32.74,0.66,,
,,,,4.62,,28.12,1.06,,
,,,,5.81,,24.16,1.06,,
,,,,6.86,,23.76,1.32,,
,,,,8.05,,17.29,0.79,,
Silica,TEM: 11.06; HD: 13.64,0.77,6.5 mm*6.5*6.5/2 = 0.137cm3,0.52,,35.66,1.31,,
,,,,0.77,,32.62,0.77,,
,,,,1.01,,22.98,0.35,,
,,,,0.79,,21.19,0.4,,
Manganese,TEM: 60.1; HD: 139.6,-16.49,200 mm3 = 0.2cm3,1.18,0.2683,26.23,0.69,0.15,3.44
,,,,1.88,0.2507,29.17,0.64,0.13,5.35
,,,,2.71,0.3079,28.25,0.62,0.15,6.23
,,,,2.85,0.4267,24.15,0.62,0.19,6.46
,,,,1.99,0.3959,19.37,0.59,0.24,5.45
Gadolinium,HD: 146.2,,60 mm3 = 0.06 cm3,0.1,,,,,
,,,,0.17,,,,,
,,,,0.34,,,,,
,,,,0.28,,,,,
Polymeric,HD: 144,,100 mm3 = 0.1 cm3,0.26,0.1874,3.33,0.26,0.49,1.05
,,,,1.66,0.2008,3.58,0.22,0.92,2.34
,,,,1.3,0.3726,3.65,0.34,1.14,2.95
Liposome,HD: 129.4,-7.92,100 mm3 = 0.1 cm3,1e-4,5.77e-6,0,,1e-4,0
,,,,4e-4,1.17e-5,0.01,,2e-4,0
,,,,7e-4,2.61e-5,0.01,,3e-4,0.01
,,,,0.0011,3e-4,0.01,,4e-4,0.03
Liposome,HD: 114.8,-24.3,100 mm3 = 0.1 cm3,0.0014,1e-4,0.01,,1e-4,0
,,,,0.0016,2e-4,0.01,,4e-4,0.01
,,,,0.0017,2e-4,0.01,,5e-4,0.02
,,,,0.0021,4e-4,0.02,,6e-4,0.03
Liposome,HD: 158.3,-8.96,50 mm3 = 0.05 cm3,0.29,0.3415,5.09,0.04,0.14,1.64
,,,,0.55,0.4024,5.89,0.12,0.37,1.24
,,,,0.72,0.3537,6.83,0.05,0.39,1.08
Liposome,HD: 147.5,-12.54,50 mm3 = 0.05 cm3,0.12,0.5976,10.18,0.03,0.18,2.04
,,,,0.36,0.5244,13.79,0.03,0.26,1.56
,,,,0.53,0.6951,11.78,0.03,0.4,1.32
Liposome,HD: 139.3,-13.92,50 mm3 = 0.05 cm3,0.2,0.7317,16.47,0.25,0.32,1.96
,,,,0.32,1,12.85,0.2,0.3,1.68
,,,,0.42,0.939,10.71,0.18,0.4,1.24
Polymeric,TEM: 87.62,-20.8,8 mm*8*8/2 = 0.256 cm3,0.05,0.6386,66.61,0.96,9.22,1.78
,,,,0.44,0.3193,63.49,1.45,4.12,0.89
,,,,0.33,0.2129,57.65,1.56,1.37,0.77
,,,,0.33,0.1242,64.86,1.63,0.65,0.83
Polymeric,TEM: 89.74,-14.7,8 mm*8*8/2 = 0.256 cm3,0.6,0.2745,5.02,0.21,5.2,1
,,,,2.01,0.1515,7.19,0.27,0.98,1.17
,,,,1.33,0.0655,5.95,0.23,0.24,0.89
Liposome,HD: 120,-25,5 mm*5*5/2 = 0.063 cm3,0.33,0.503,11.09,0.41,0.92,2.31
,,,,0.26,0.278,8.53,0.26,0.57,1.15
,,,,0.18,0.188,3.77,0.18,0.37,0.6
,,,,0.09,0.094,2.7,0.13,0.2,0.28
Liposome,HD: 135,-18,5 mm*5*5/2 = 0.063 cm3,0.61,0.667,8.06,0.32,1.04,1.99
,,,,0.94,0.318,4.01,0.18,0.52,1.21
,,,,0.89,0.21,1.73,0.11,0.24,0.95
,,,,0.24,0.119,1.08,0.06,0.17,0.49
Titanium,HD: 310,-10.96,100 mm3 = 0.1 cm3,0.25,0.3201,40.18,0.67,1.12,1.29
,,,,0.4,0.2319,34.43,0.49,0.98,1.02
,,,,0.21,0.218,23.22,0.21,0.51,1.46
Titanium,HD: 310,-20,100 mm3 = 0.1 cm3,1.19,0.5081,53.28,0.5,1.33,3.71
,,,,0.91,0.4192,47.77,0.39,1.05,2.67
,,,,0.6,0.3239,29.5,0.28,0.6,1.63
Gold,HD: 143.2,-8.8,900 mm3 = 0.9 cm3,6.78,0.3441,14.52,0.36,0.42,1.75
,,,,6.26,0.2169,12.02,0.18,0.23,1.13
,,,,1.94,0.1057,9.49,0.08,0.15,0.31
Polymeric,HD: 32.78,-1.74,7.5 mm*7.5*7.5/2 = 0.21 cm3,3.24,0.1081,6.24,0.09,0.29,0.38
,,,,4.79,0.1116,4.97,0.08,0.3,0.35
,,,,5.34,0.0857,3.51,0.06,0.33,0.31
,,,,2.86,0.0476,1.34,0.02,0.2,0.3
Polymeric,HD: 32.78,-1.74,7.5 mm*7.5*7.5/2 = 0.21 cm3,1.73,0.5651,31.13,0.83,1.18,1.13
,,,,3.39,0.3943,14.83,0.55,1.3,1.62
,,,,3.37,0.0821,5.56,0.16,1.24,1.64
,,,,0.8,0.0493,1.23,0.04,0.18,0.29
Gadolinium,TEM: 190; HD: 203.5,-22.2,100 mm3 = 0.1 cm3,0.38,0.1038,27.36,1.1,0.36,3.22
,,,,0.59,0.2757,26.61,0.97,0.67,3.32
,,,,0.48,0.1754,22.96,0.88,0.41,2.53
Molybdenum disulfide,TEM: 190; HD: 203.5,-22.2,100 mm3 = 0.1 cm3,1.26,0.2838,34.82,1.44,0.37,3.51
,,,,1.71,0.2788,37.5,1.35,0.83,4.76
,,,,1.37,0.1743,29.36,1.08,0.73,3.82
Polymeric,HD: 282.54,-19.7,100 mm3 = 0.1 cm3,0.01,0.0069,4.83,0.23,0.13,0.21
,,,,0.02,0.0091,8.21,0.11,0.1,0.04
,,,,0.02,0.0131,1.94,0.11,0.03,0.04
,,,,0.01,0.0206,0.69,0.07,0.01,0
Copper,HD: 250,-15.8,100 mm3 = 0.1 cm3,0.37,0.2567,16.14,1.87,2.4,0.91
,,,,1.54,0.3567,16.69,1.48,2,0.82
,,,,0.6,0.0733,6.7,0.85,1.22,0.38
Polymeric,TEM: 150; HD: 280.1,-2.629,125 mm3 = 0.125 cm3,0.23,0.2068,9.56,0.6,1.17,2.51
,,,,0.44,0.179,9.01,0.34,1.19,1.74
,,,,0.41,0.284,11.52,0.63,1.02,1.58
,,,,0.64,0.2531,9.59,0.56,0.89,1.52
,,,,0.45,0.1852,14.47,0.88,1.04,1.57
,,,,0.35,0.142,9.73,0.53,0.63,0.95
Polymeric,TEM: 150; HD: 296.5,-1.078,125 mm3 = 0.125 cm3,0.24,0.2045,9.6,0.61,1.17,2.52
,,,,0.45,0.186,9.02,0.34,1.2,1.76
,,,,0.42,0.2882,11.54,0.63,1.03,1.58
,,,,0.65,0.2572,9.6,0.56,0.9,1.51
,,,,0.46,0.186,14.5,0.89,1.04,1.59
,,,,0.36,0.1457,9.9,0.53,0.63,0.97
Manganese,HD: 100,-8,100 mm3 = 0.1 cm3,1.18,0.4391,32.56,1.03,0.52,3
,,,,1,0.2566,21.45,0.49,0.44,1.71
,,,,0.71,0.1974,12.41,0.31,0.28,1.12
Silver,TEM: 20?; HD: 21,-25,100 mm3 = 0.1 cm3,1.4,0.1394,21.22,1.35,0.45,4.81
,,,,1.78,0.1673,27.34,1.57,0.35,4.13
,,,,4.3,0.1208,31.22,1.62,0.31,3.35
,,,,2.77,0.0836,24.18,1.27,0.28,2.14
Molybdenum disulfide/Gadolinium,HD: 110,,200 mm3 = 0.2 cm3,0.19,,,,,
,,,,0.3,,,,,
,,,,0.27,,,,,
,,,,0.21,,,,,
,,,,0.19,,,,,
Molybdenum disulfide/Gadolinium,HD: 110,,200 mm3 = 0.2 cm3,0.32,,,,,
,,,,0.69,,,,,
,,,,0.74,,,,,
,,,,0.72,,,,,
,,,,0.43,,,,,
Tungsten Disulfide,HD: 235.4,-20.9,125 mm3 = 0.125 cm3,1.02,0.4035,37.63,1.96,0.63,3.33
,,,,1.58,0.3537,32.11,2.13,0.52,3.59
,,,,0.89,0.279,23.79,1.76,0.61,4.48
,,,,0.48,0.1743,12.63,1.21,0.45,2.78
Tungsten Disulfide,HD: 235.4,-20.9,125 mm3 = 0.125 cm3,0.6,0.2341,11.65,0.71,0.85,1.8
,,,,0.76,0.269,12.85,0.63,0.62,1.96
,,,,0.56,0.1743,8.09,0.37,0.51,1.46
,,,,0.19,0.1245,4.98,0.2,0.21,1.11
Polymeric,TEM: 168.59,-41.93,100 mm3 = 0.1 cm3,0.03,0.1264,29.33,0.81,1.71,0.75
,,,,0.03,0.0451,27.45,0.66,0.29,0.48
,,,,0.03,0.0451,24.38,0.86,0.13,0.42
Polymeric,TEM: 195.71,-29.6,100 mm3 = 0.1 cm3,0.05,0.5356,29.8,1.95,19.93,1.58
,,,,0.07,0.2269,26.91,1.93,3.45,1.15
,,,,0.09,0.2179,27.51,1.47,1.59,1.15
Polymeric,HD: 103.9,-3,60 mm3 = 0.06 cm3,0.03,0.0624,1.25,0.05,0.15,0.21
,,,,0.02,0.0366,0.64,0.03,0.12,0.13
,,,,0.01,0.0131,0.43,0.03,0.07,0.05
"Iron Oxide/
Hydrogel",HD: 216.2,-18.7, 6mm*6*6/2= 0.108 cm3,8.22,11.1085,190.55,27.27,12.11,23.25
,,,,7.54,11.3468,170.65,27.8,11.49,23.89
,,,,6.8,11.0131,157.57,26.63,10.44,25.96
,,,,6.92,10.8701,141.34,24.73,10.09,22.61
,,,,6.61,10.8701,119.35,23.33,9.47,22.13
Liposome,HD: 122,-1,80 mm3 = 0.08 cm3,0.06,0.341,15.92,2.04,0.54,1.06
,,,,0.16,0.0929,1.87,0.19,0.19,1.52
,,,,0.06,0.0333,0.88,0.04,0.09,0.7
Polymeric,HD: 30,-25.8,500 mm3 = 0.5 cm3,0.32,0.0377,6.78,0.06,0.05,0.11
,,,,0.37,0.0267,6.72,0.05,0.07,0.11
,,,,0.24,0.0189,6.7,0.03,0.06,0.09
,,,,0.11,0.0101,6.39,0.02,0.03,0.03
,,,,0.04,0.0056,1.04,0.01,0.01,0.01
Copper,HD: 225.2,-18.57,150 mm3 = 0.15 cm3,1.17,0.6177,19.44,0.14,0.38,1.24
,,,,1.44,0.4724,13.25,0.1,0.38,1.01
,,,,2.16,0.353,9.4,0.08,0.36,0.82
,,,,3.47,0.2725,5.1,0.08,0.35,0.69
Polymeric,HD: 104.8451,-1.66452,300 mm3 = 0.3 cm3,1.17,0.6177,19.44,0.14,0.38,1.24
,,,,1.44,0.4724,13.25,0.1,0.38,1.01
,,,,2.16,0.353,9.4,0.08,0.36,0.82
Polymeric,HD: 105.3977,-1.86774,300 mm3 = 0.3 cm3,3.47,0.2725,5.1,0.08,0.35,0.69
,,,,1.23,,,,,
,,,,1.35,,,,,
Polymeric,HD: 104.8451,-1.66452,300 mm3 = 0.3 cm3,0.43,,,,,
,,,,1.71,,,,,
,,,,1.84,,,,,
Polymeric,HD: 90.97124,-2.00806,300 mm3 = 0.3 cm3,0.59,,,,,
,,,,2.52,,,,,
,,,,3.17,,,,,
Polymeric,HD: 98.43526,-1.95484,300 mm3 = 0.3 cm3,1.24,,,,,
,,,,0.92,,,,,
,,,,1.25,,,,,
Polymeric,HD: 91.45074,-1.9161300000000001,300 mm3 = 0.3 cm3,0.87,,,,,
,,,,0.42,,,,,
,,,,0.63,,,,,
Liposome,TEM: 135; HD: 136.2,-24.2,250 mm3 = 0.25 cm3,0.51,,,,,
,,,,0.34,,,,,
,,,,0.48,,,,,
,,,,0.33,,,,,
,,,,3.75,,34.86,2.18,,
,,,,4.13,,24.17,2.01,,
,,,,4.38,,22.77,1.61,,
,,,,6.03,,21.61,1.78,,
Liposome,TEM: 135; HD: 136.2,-24.2,250 mm3 = 0.25 cm3,1.54,,47.16,2.24,,
,,,,2.69,,53.49,3.23,,
,,,,3.27,,53.49,3.23,,
,,,,6.54,,62.64,5.61,,
,,,,5.96,,54.2,4.8,,
,,,,5.19,,40.12,3.37,,
,,,,5.19,,38.01,2.83,,
,,,,5.19,,29.56,2.11,,
Liposome,TEM: 135; HD: 136.2,-24.2,250 mm3 = 0.25 cm3,5.7,,187.63,12.41,,
,,,,8.54,,215.43,17.72,,
,,,,12.34,,267.55,18.83,,
,,,,21.84,,309.25,29.24,,
,,,,22.78,,316.2,26.36,,
,,,,22.78,,319.67,19.49,,
,,,,23.73,,229.33,16.61,,
,,,,24.68,,201.53,12.18,,
Other-albumin,TEM: 352; HD: 270.8,-13.7,250 mm3 = 0.25 cm3,0.01,0.0122,2.15,0.09,0.25,0.08
,,,,0,0.0024,0.46,0.04,0.05,0.01
,,,,0.001,0.0058,0.12,0,0.01,0.01
Copper,HD: 63.6,-2.2,100 mm3 = 0.1 cm3,0.81,,27.48,0.33,,
,,,,3.23,,32.35,0.7,,
,,,,5.63,,36.42,0.88,,
,,,,7.36,,33.24,1.01,,
,,,,9.41,,27.1,1.14,,
,,,,6.68,,21.59,0.91,,
Platinum,HD: 63.6,-2.2,100 mm3 = 0.1 cm3,0.06,0.0111,1.71,0.02,0.1,0.08
,,,,0.11,0.0169,1.98,0.04,0.12,0.08
,,,,0.13,0.0178,2.72,0.05,0.16,0.11
,,,,0.17,0.016,2.37,0.06,0.12,0.12
,,,,0.15,0.0134,1.78,0.07,0.11,0.09
Other-albumin,HD: NA,,2040 mm3 = 2.04 cm3,0.27,0.4031,3.4,1.29,0.67,3.24
,,,,0.32,0.5497,1.28,1.03,0.98,2.6
,,,,0.35,0.4887,2.26,1.83,0.59,2.08
,,,,0.39,0.3421,3.26,2.93,0.38,3.01
,,,,0.53,0.1466,4.07,4.75,0.46,3.48
Other-protein,HD: 35,-30.9,100 mm3 = 0.1 cm3,1.34,,,,,
,,,,2.6,,,,,
,,,,1.58,,,,,
Polymeric,HD: 90,,200 mm3 = 0.2 cm3,0.07,0.014,0.21,0.01,0.03,0.07
,,,,0.11,0.0194,0.35,0.01,0.03,0.08
,,,,0.12,0.0037,0.1,0.01,0.01,0.03
,,,,0.06,0.0027,0.08,0,0,0.02
Polymeric,HD: 20,-0.3,100 mm3 = 0.1 cm3,1.43,,,,,
,,,,0.81,,,,,
,,,,0.07,,,,,
,,,,0.01,,,,,
Platnium,HD: 109,3.45,100 mm3 = 0.1 cm3,0.16,0.2596,16.27,0.17,0.76,0.54
,,,,0.31,0.2813,19.12,0.27,1.06,0.61
,,,,0.45,0.1947,20.07,0.47,1.04,0.54
,,,,0.6,0.1839,19.48,0.48,0.99,0.58
,,,,0.68,0.1298,19.72,0.47,0.82,0.47
,,,,0.77,0.0757,15.2,0.43,0.62,0.36
,,,,0.78,0.0865,11.28,0.35,0.46,0.54
,,,,0.53,0.0216,8.67,0.24,0.35,0.22
,,,,0.32,0.0216,6.53,0.08,0.13,0.14
"Zinc/
Polymeric",HD: 176.8,20.5,100 mm3 = 0.1 cm3,9.44,0.7292,192.15,0.17,0.35,0.81
,,,,11.39,0.7295,226.84,0.51,1.06,1.62
,,,,12.5,0.7292,232.18,0.85,1.77,2.44
,,,,11.94,0.7292,229.51,0.85,1.42,0.82
,,,,10.56,0.9723,226.84,0.17,0.71,1.62
Polymeric,HD: 178,-15.7,100 mm3 = 0.1 cm3,0.55,0.2051,46.17,0.36,,0.69
,,,,0.74,0.1538,35.47,0.43,,0.69
,,,,0.98,0.1538,31.53,0.47,,0.86
Polymeric,HD: 141,-17.6,100 mm3 = 0.1 cm3,0.25,0.1538,42.23,0.43,,0.69
,,,,0.25,0.1538,31.53,0.43,,0.69
,,,,0.43,0.1538,30.97,0.36,,0.69
Manganese,HD: 26.4,,100 mm3 = 0.1 cm3,0.57,0.4185,29.24,0.51,,2.92
,,,,0.66,0.4946,27.36,0.52,,2.8
,,,,0.66,0.4565,30.29,0.61,,2.41
Manganese,TEM: 5; HD: 10,,100 mm3 = 0.1 cm3,0.34,0.3804,33,0.76,,2.86
,,,,0.32,0.4565,34.67,0.57,,2.41
,,,,0.34,0.4755,29.66,0.52,,2.86
Other-Graphene,HD: 100,-45.3,200 mm3 = 0.2 cm3,0.08,0.0466,2.2,0.05,0.13,0.26
,,,,0.2,0.0476,4.05,0.07,0.21,0.34
,,,,0.02,0.0076,0.84,0.01,0.04,0.07
Silica,HD: 7.3,,4 mm*4*4/2 = 0.032 cm3,0.32,,9.04,,,
,,,,0.5,,6.03,,,
,,,,0.48,,6.03,,,
,,,,0.45,,4.74,,,
Silica,HD: 7.2,,4 mm*4*4/2 = 0.032 cm3,0.18,,10.13,,,
,,,,0.19,,7.05,,,
,,,,0.18,,6.08,,,
,,,,0.18,,5.12,,,
Silica,HD: 7.3,,4 mm*4*4/2 = 0.032 cm3,0.09,,7.91,,,
,,,,0.17,,5.4,,,
,,,,0.16,,5.09,,,
,,,,0.15,,4.35,,,
Silica,HD: 6.4,,4 mm*4*4/2 = 0.032 cm3,3.26,,7.51,,,
,,,,3.71,,4.75,,,
,,,,3.89,,4.49,,,
,,,,3.8,,4.06,,,
Silica,HD: 6.4,,4 mm*4*4/2 = 0.032 cm3,0.09,,9.79,,,
,,,,0.11,,7.09,,,
,,,,0.12,,6.53,,,
,,,,0.12,,5.77,,,
Polymeric,TEM: 141,-27.2,100 mm3 = 0.1 cm3,1.08,0.4909,16.53,0.48,0.96,1.26
,,,,0.85,0.3077,12.67,0.32,0.52,1.11
,,,,0.59,0.25,8.14,0.21,0.52,0.84
Polymeric,TEM: 106,-13.5,100 mm3 = 0.1 cm3,0.53,0.6055,15.27,0.56,1.03,0.98
,,,,0.49,0.4487,11.12,0.35,0.71,0.73
,,,,0.29,0.2931,7.57,0.21,0.58,0.63
Platnium,TEM: 12.4; HD: 28.7,48.1,100 mm3 = 0.1 cm3,0.36,0.5455,7.08,0.5,1.05,1.74
,,,,0.71,0.595,13.61,0.5,1.16,2.32
,,,,1.19,0.6198,26.13,0.59,1.16,2.48
,,,,1.79,0.595,28.58,0.76,1.19,2.32
,,,,1.84,0.5207,21.78,0.76,1.12,2.07
,,,,2.05,0.4215,13.34,0.68,0.94,1.66
,,,,0.57,0.4463,10.62,0.64,0.76,1.49
"Bi, Manganese, Fe, Mo",TEM: 150; HD: 191.448,-21.24,5-8 mm,0.26,0.0538,2.88,0.1,0.11,0.18
,,,,0.33,0.1714,4.1,0.09,0.14,0.25
,,,,0.73,0.0975,8.12,0.46,0.28,0.56
,,,,0.39,0.0639,2.21,0.28,0.22,0.35
Silica,HD: 72.9,,100 mm3 = 0.1 cm3,0.05,0.036,45.68,1.16,0.53,1.24
,,,,0.07,0.034,50.73,0.8,1.87,1.46
,,,,0.07,0.035,52.48,0.78,2.61,1.26
,,,,0.07,0.027,21.41,0.36,0.35,1.22
Silica,HD: 76.97,,100 mm3 = 0.1 cm3,0.04,0.031,26.57,0.37,1.45,0.59
,,,,0.06,0.035,38.98,0.56,0.7,1.09
,,,,0.09,0.045,46.77,0.59,1.33,1.7
,,,,0.11,0.022,18.67,0.43,0.18,0.61
"Silica/
Polymeric",TEM: 41.5,,6-8 mm,0.54,,34.13,1.04,0.57,
,,,,1.19,,29.7,0.99,0.51,
,,,,1.5,,18.44,0.55,0.42,
,,,,0.84,,12.39,0.45,0.33,
Iridium,HD: 230,,100 mm3 = 0.1 cm3,1.15,0.3135,45.78,1.65,0.64,0.52
,,,,0.19,0.1254,28.74,0.87,0.09,0.26
,,,,0.09,0.0313,3.44,0.12,0.07,0.1
Silica,TEM: 110; HD: 128.1,-7.43,90 mm3 = 0.09 cm3,0.59,0.1841,29.65,1.1,0.03,1.3
,,,,0.83,0.1841,31.44,1.2,0.03,1.37
,,,,0.76,0.1636,14.15,0.37,0.03,1.71
,,,,0.59,0.0818,6.74,0.29,0,2.12
Hydrogel,HD: 249,0,130 mm3 = 0.13 cm3,0.45,1.0048,59.37,,3.07,3.04
,,,,0.61,,,,,
,,,,0.41,0.1435,73.02,,2.17,2.24
,,,,0.47,,,,,
,,,,0.79,0.2871,56.21,,0.98,1.44
Polymeric,HD: 165,-35.8,300 mm3 = 0.3 cm3,0.89,0.0903,5.49,0.05,0.32,0.46
,,,,3.04,0.0964,8.33,0.05,0.4,1.85
,,,,4.4,0.0783,6.41,0.05,0.43,1.51
Polymeric,HD: 162,-37.2,300 mm3 = 0.3 cm3,0.98,0.0903,5.29,0.05,0.31,0.56
,,,,3.43,0.0783,7.6,0.06,0.44,1.56
,,,,5.16,0.0723,6.22,0.05,0.33,1.43
Polymeric,TEM: 94.29,-12.03,100 mm3 = 0.1 cm3,1.77,0.795,33.32,0.79,1.61,1.81
,,,,2.5,0.9674,33.32,1.01,2.3,1.68
,,,,1.02,0.6228,12.22,0.39,1.1,0.89
Polymeric,TEM: 42.35,-17.81,100 mm3 = 0.1 cm3,1.1,0.9674,31.86,0.75,1.01,2.61
,,,,1.13,0.9939,27.79,1.03,1.33,1.81
,,,,0.43,0.7023,8.73,0.41,0.72,1.02
Liposome,TEM: 53,-12.5,100 mm3 = 0.1 cm3,8.53,0.275,23.39,6.61,5.23,5.51
,,,,4.63,0.0784,7.22,1.73,0.24,0.71
,,,,2.2,0,0.69,0.19,0,0
Hydrogel,TEM: 100; HD: 197,-36,100-150 mm3,0.24,0.2976,17.42,0.68,0.49,2.85
,,,,0.36,0.1785,20.04,0.54,0.75,2.72
,,,,0.51,0.1984,19.6,0.99,0.98,1.92
,,,,0.54,0.2579,24.18,1.12,1.51,3.51
,,,,0.36,0.1587,18.29,0.6,1.45,3.71
,,,,0.3,0.119,21.78,0.51,0.58,4.24
Hydrogel,TEM: 100; HD: 276,-32,100-150 mm3,0.48,0.2196,12.28,0.6,0.85,3.6
,,,,0.72,0.2396,16.44,0.89,1.11,3.93
,,,,0.69,0.1997,21.92,0.85,0.93,4.13
,,,,0.81,0.1398,15.13,0.61,0.76,3.4
,,,,0.6,0.1198,14.69,0.7,0.82,2.67
,,,,0.45,0.0998,17.98,0.82,0.58,2.27
Polymeric,TEM: 113.72; HD: 123.1,-10.4,100 mm3 = 0.1 cm3,0.32,,,,,
,,,,0.4,0.0691,6.54,0.53,0.26,3
,,,,0.32,0.1295,5.21,0.33,0.1,1.53
Polymeric,TEM: 121.15; HD: 128.8,-22.7,100 mm3 = 0.1 cm3,0.28,,,,,
,,,,0.26,0.0518,6.45,0.5,0.3,3.17
,,,,0.21,0.1727,5.21,0.35,0.18,1.47
Liposome,HD: 57.8,-65.12,,0.03,,,,,
,,,,0.04,,,,,
,,,,0.02,,,,,
"Iridium/
HMON, PEG",TEM: 65; HD: 105.185,-8.421,70 mm3 = 0.07 cm3,0.41,0.1181,13.9,0.86,0.44,1.8
,,,,0.62,0.4051,22.98,0.61,0.59,3.49
,,,,0.81,0.27,30.21,0.38,0.69,5.24
,,,,0.35,0.135,10.38,0.17,0.37,1.97
Ruthenium,TEM: 94; HD: 102,,65-70 mm3,8.99,1.655,37.6,10.17,8.75,27.91
,,,,21.05,2.128,43.75,6.39,4.97,18.68
,,,,14.19,3.311,36.42,13.48,8.51,16.55
Polymeric,HD: 144.13,-33.82,500 mm3 = 0.5 cm3,0.86,0.3298,6.39,0.73,0.23,1.17
,,,,0.93,0.1468,20.35,0.72,0.7,0.49
,,,,0.19,0.0176,6.38,0.2,0.09,0.1
,,,,0,0,1.86,0.08,0.04,0
Polymeric,HD: 159.44,-37.97,500 mm3 = 0.5 cm3,0.24,0.0145,0.69,0.11,0.05,0.23
,,,,0.61,0.0228,0.65,0.09,0.11,0.12
,,,,0.32,0.0044,0.14,0.01,0.01,0.03
,,,,0.26,0,0.09,0.03,0,0
Other,TEM: 160; HD: 169.9,-17.3,75 mm3 = 0.075 cm3,5.19,1.3998,361.2,5.88,11.24,21.04
,,,,23.64,0.8478,232.73,5.34,28.06,30.21
,,,,5.24,1.1305,127.22,4.85,11.76,17.93
,,,,3.79,1.1557,98.98,3.32,6.07,17.37
,,,,2.08,0.4199,48.42,1.62,2.76,8.88
